mean,std,variance,rms,min,max,range,low_freq_ratio,high_freq_ratio,label
-0.001980000000000004,0.3715716345470952,0.13806547960000004,0.371576909939248,-0.53,2.62,3.1500000000000004,0.0013184961732094873,0.10255467197265032,0
0.008079999999999999,0.38860148429979013,0.15101111360000002,0.3886854769604854,-0.6,2.68,3.2800000000000002,0.005299227643691486,0.10200123468870415,0
-0.014159999999999997,0.40147166076822904,0.16117949439999998,0.40172129642327903,-0.62,2.74,3.3600000000000003,0.008842786438257236,0.09996644888724801,0
0.02907999999999999,0.5644933601026676,0.3186527536,0.5652418951210182,-0.73,2.84,3.57,0.014289238957548692,0.09751969389287336,0
-0.0438,0.3431995920743497,0.11778596000000002,0.34598323658813296,-0.55,2.42,2.9699999999999998,0.030293011988471383,0.10012078695118984,0
-4.00000000000027e-05,0.3785223882414354,0.14327919839999997,0.3785223903549168,-0.59,2.66,3.25,2.7012396235327943e-05,0.10515251579290301,0
0.01788,0.2601782189192631,0.06769270560000001,0.26079187103895707,-0.39,1.94,2.33,0.01625363327593283,0.11232139930436312,0
0.025459999999999993,0.398300876725121,0.1586435884,0.39911376824158795,-0.46,2.14,2.6,0.017087800119958217,0.1029128268213517,0
0.0015800000000000018,0.3186799391238802,0.1015569036,0.31868385588228343,-0.48,2.25,2.73,0.0012325971793724797,0.10441414512674531,0
0.004860000000000005,0.2821385836783052,0.07960218040000001,0.2821804387267126,-0.44,2.02,2.46,0.004222498341900918,0.1099504908940566,0
0.004619999999999999,0.40078879175945026,0.16063165559999998,0.4008154188650931,-0.5,2.16,2.66,0.0031539006299318526,0.12284207450161821,0
-0.01936,0.32467705554904863,0.1054151904,0.32525374709601734,-0.57,2.28,2.8499999999999996,0.01452078773724976,0.1040692457305021,0
-0.027520000000000003,0.28835299478243676,0.08314744959999999,0.28966325276085675,-0.52,2.0,2.52,0.022916416419835526,0.10784845065564926,0
0.0008399999999999909,0.39256858560001967,0.15411009439999998,0.39256948429545563,-0.49,2.05,2.54,0.0005580168830844719,0.11991142328305787,0
0.027380000000000005,0.28949289386788063,0.0838061356,0.2907848001529653,-0.45,1.21,1.66,0.021679914265981336,0.07999089230014429,1
0.020780000000000007,0.2834452179875328,0.0803411916,0.28420591126857303,-0.5,1.09,1.59,0.018722283994792366,0.07544720478015525,1
0.13782000000000003,0.28529256492239685,0.08139184760000001,0.3168378133998529,-0.32,1.06,1.3800000000000001,0.10293870920832908,0.06572588442146003,1
-0.11117999999999999,0.28007071892648827,0.07843960759999999,0.30133137904971,-0.54,0.94,1.48,0.08463741334551521,0.0597304716261417,1
-0.07562,0.28393135719747475,0.08061701560000001,0.29382886175459344,-0.53,0.94,1.47,0.055447717348688995,0.0760120647137653,1
-0.026060000000000007,0.26339528545515006,0.06937707639999999,0.2646813178144615,-0.41,0.89,1.3,0.0247184221458557,0.06075111725715972,1
0.05784,0.24623268345205518,0.060630534400000005,0.25293477420078087,-0.4,0.75,1.15,0.05566146886227155,0.06924736762335788,1
-0.02506,0.24691981775467112,0.060969396399999994,0.24818823501528028,-0.46,0.69,1.15,0.026698877279815018,0.06293840494700695,1
0.00021999999999999887,0.5425061765547006,0.2943129516,0.5425062211624858,-0.7,4.04,4.74,9.214338017924545e-05,0.09993327451813384,1
0.02642000000000001,0.8880431203494569,0.7886205836,0.8884360415921903,-0.84,4.61,5.45,0.00752156527002177,0.10020461535096976,1
0.012039999999999999,0.6068138416351426,0.3682230384,0.6069332747510223,-0.77,4.41,5.18,0.0049930355494466816,0.10213087014444772,1
0.03557999999999999,0.7827721658311566,0.6127322635999998,0.7835803723932856,-0.78,4.06,4.84,0.012510072704736195,0.09649068771725652,1
-0.008340000000000018,0.5720575533982573,0.3272498444,0.5721183444008766,-0.78,4.11,4.890000000000001,0.003702876642243841,0.10354725820802474,1
-0.0041600000000000074,0.7792636873356796,0.6072518943999999,0.7792747910718015,-0.85,4.28,5.13,0.0014898477095316304,0.10465603301735599,1
